Subject,Relation,Object
NATO,related_to,President Bush
NATO,related_to,later
Latvia,related_to,the Netherlands
Latvia,related_to,President Bush
Latvia,related_to,later
the Netherlands,related_to,President Bush
the Netherlands,related_to,later
President Bush,related_to,later
Wednesday,related_to,NATO
Wednesday,related_to,from Friday to Sunday
NATO,related_to,from Friday to Sunday
Mr. Bush,related_to,Latvian
Mr. Bush,related_to,Riga
Mr. Bush,related_to,Friday
Mr. Bush,related_to,Saturday
Mr. Bush,related_to,Estonia
Mr. Bush,related_to,Latvia
Mr. Bush,related_to,Lithuania
Latvian,related_to,Riga
Latvian,related_to,Friday
Latvian,related_to,Saturday
Latvian,related_to,Estonia
Latvian,related_to,Latvia
Latvian,related_to,Lithuania
Riga,related_to,Friday
Riga,related_to,Saturday
Riga,related_to,Estonia
Riga,related_to,Latvia
Riga,related_to,Lithuania
Friday,related_to,Saturday
Friday,related_to,Estonia
Friday,related_to,Latvia
Friday,related_to,Lithuania
Saturday,related_to,Estonia
Saturday,related_to,Latvia
Saturday,related_to,Lithuania
Estonia,related_to,Latvia
Estonia,related_to,Lithuania
Latvia,related_to,Lithuania
Netherlands,related_to,Dutch
Netherlands,related_to,60th anniversary of
Netherlands,related_to,end of World War
Netherlands,related_to,II
Netherlands,related_to,Europe
Netherlands,related_to,American
Netherlands,related_to,Margraten
Dutch,related_to,60th anniversary of
Dutch,related_to,end of World War
Dutch,related_to,II
Dutch,related_to,Europe
Dutch,related_to,American
Dutch,related_to,Margraten
60th anniversary of,related_to,end of World War
60th anniversary of,related_to,II
60th anniversary of,related_to,Europe
60th anniversary of,related_to,American
60th anniversary of,related_to,Margraten
end of World War,related_to,II
end of World War,related_to,Europe
end of World War,related_to,American
end of World War,related_to,Margraten
II,related_to,Europe
II,related_to,American
II,related_to,Margraten
Europe,related_to,American
Europe,related_to,Margraten
American,related_to,Margraten
President Bush,related_to,Moscow
President Bush,related_to,Monday 's World War
President Bush,related_to,II
President Bush,related_to,Russian
Moscow,related_to,Monday 's World War
Moscow,related_to,II
Moscow,related_to,Russian
Monday 's World War,related_to,II
Monday 's World War,related_to,Russian
II,related_to,Russian
Louisiana,related_to,Governor Kathleen Blanco
Louisiana,related_to,Cameron Parish
Louisiana,related_to,Hurricane Rita
Governor Kathleen Blanco,related_to,Cameron Parish
Governor Kathleen Blanco,related_to,Hurricane Rita
Cameron Parish,related_to,Hurricane Rita
today,related_to,Vermilion Parish
today,related_to,Saturday
Vermilion Parish,related_to,Saturday
Blanco,related_to,four
New Orleans,related_to,Mayor Ray Nagin
New Orleans,related_to,Algiers
Mayor Ray Nagin,related_to,Algiers
Texas,related_to,Houston
Texas,related_to,Monday
Houston,related_to,Monday
Wednesday,related_to,Kohat
Pakistani,related_to,Taliban
Pakistani,related_to,Monday
Taliban,related_to,Monday
Mohmand,related_to,Afghanistan
Pakistani,related_to,Taliban
Pakistani,related_to,al-Qaida
Taliban,related_to,al-Qaida
Iraq,related_to,U.S.
Iraq,related_to,American
Iraq,related_to,Monday
U.S.,related_to,American
U.S.,related_to,Monday
American,related_to,Monday
U.S.,related_to,Baghdad
U.S.,related_to,western Iraq
U.S. Marines,related_to,Iraqi
Samarra,related_to,U.S.
U.S. Defense Department,related_to,Iraq
Lebanon,related_to,prime
Lebanon,related_to,Lebanese
prime,related_to,Lebanese
Omar Karami,related_to,Tuesday
Omar Karami,related_to,Beirut
Omar Karami,related_to,President Emile Lahoud
Omar Karami,related_to,Wednesday
Tuesday,related_to,Beirut
Tuesday,related_to,President Emile Lahoud
Tuesday,related_to,Wednesday
Beirut,related_to,President Emile Lahoud
Beirut,related_to,Wednesday
President Emile Lahoud,related_to,Wednesday
Mr. Karami,related_to,February 28
Mr. Karami,related_to,Prime Minister Rafik Hariri
February 28,related_to,Prime Minister Rafik Hariri
President Lahoud,related_to,March 10
Lebanon,related_to,General Raymond Azar
Lebanon,related_to,month-long
General Raymond Azar,related_to,month-long
Mizuki Noguchi,related_to,Japan
Mizuki Noguchi,related_to,Beijing
Japan,related_to,Beijing
Japan,related_to,Tomiaki Fukuda
Japan,related_to,Tuesday
Japan,related_to,Noguchi
Tomiaki Fukuda,related_to,Tuesday
Tomiaki Fukuda,related_to,Noguchi
Tuesday,related_to,Noguchi
Japan,related_to,Noguchi
Noguchi,related_to,British
Noguchi,related_to,Paula Radcliffe
British,related_to,Paula Radcliffe
U.N. Security Council,related_to,East Timor
Friday,related_to,East Timor
Friday,related_to,six
East Timor,related_to,six
Australia,related_to,East Timor
Australia,related_to,May
Australia,related_to,of street violence
Australia,related_to,East Timor
East Timor,related_to,May
East Timor,related_to,of street violence
East Timor,related_to,East Timor
May,related_to,of street violence
May,related_to,East Timor
of street violence,related_to,East Timor
Malaysia,related_to,New Zealand
Malaysia,related_to,Portugal
New Zealand,related_to,Portugal
Friday,related_to,Steve Lancaster
Friday,related_to,Australian
Steve Lancaster,related_to,Australian
HIV / AIDS,related_to,World Bank
HIV / AIDS,related_to,Africa
World Bank,related_to,Africa
HIV,related_to,World Bank
Washington,related_to,World Bank
Somalia,related_to,Mogadishu
Somalia,related_to,Saturday
Mogadishu,related_to,Saturday
Monday,related_to,one-day
Somalia,related_to,1991
Somalia,related_to,President Mohamed Siad Barre
1991,related_to,President Mohamed Siad Barre
Somali,related_to,Sunday
Somali,related_to,Kenya
Sunday,related_to,Kenya
Israeli,related_to,Prime
Israeli,related_to,Ehud Olmert
Israeli,related_to,Hamas
Israeli,related_to,Palestinian
Prime,related_to,Ehud Olmert
Prime,related_to,Hamas
Prime,related_to,Palestinian
Ehud Olmert,related_to,Hamas
Ehud Olmert,related_to,Palestinian
Hamas,related_to,Palestinian
Hamas,related_to,Israel
Wednesday,related_to,Hamas
Wednesday,related_to,Fatah
Hamas,related_to,Fatah
Sunday,related_to,Israeli
Sunday,related_to,Tzachi Hanegbi
Sunday,related_to,Reuters
Sunday,related_to,Hamas
Sunday,related_to,Palestinian
Israeli,related_to,Tzachi Hanegbi
Israeli,related_to,Reuters
Israeli,related_to,Hamas
Israeli,related_to,Palestinian
Tzachi Hanegbi,related_to,Reuters
Tzachi Hanegbi,related_to,Hamas
Tzachi Hanegbi,related_to,Palestinian
Reuters,related_to,Hamas
Reuters,related_to,Palestinian
Hamas,related_to,Palestinian
United States,related_to,Fatah
The Washington Post,related_to,U.S. Agency for International Development
The Washington Post,related_to,Palestinian
U.S. Agency for International Development,related_to,Palestinian
Italian,related_to,Monday
Italian,related_to,Greek
Italian,related_to,Rome
Monday,related_to,Greek
Monday,related_to,Rome
Greek,related_to,Rome
Chilean,related_to,Swiss
Chilean,related_to,Italian
Swiss,related_to,Italian
Europe,related_to,Stockholm
North Korea,related_to,South Korea
North Korea,related_to,second straight day Saturday
North Korea,related_to,the North
South Korea,related_to,second straight day Saturday
South Korea,related_to,the North
second straight day Saturday,related_to,the North
Pyongyang,related_to,Friday
Pyongyang,related_to,Kaesong
Pyongyang,related_to,South
Friday,related_to,Kaesong
Friday,related_to,South
Kaesong,related_to,South
North Korea,related_to,the South
North Korea,related_to,United States
North Korea,related_to,South Korea
the South,related_to,United States
the South,related_to,South Korea
United States,related_to,South Korea
North Korea,related_to,United States
North Korea,related_to,South Korea
United States,related_to,South Korea
U.S.,related_to,U.S.
U.S.,related_to,Korean
U.S.,related_to,Korean
United Nations Security Council,related_to,Haiti
Monday,related_to,February 15
U.N.,related_to,Secretary General Kofi Annan
U.N.,related_to,12-month
Secretary General Kofi Annan,related_to,12-month
Monday,related_to,Russia
Monday,related_to,U.N.
Monday,related_to,Vitaly Churkin
Russia,related_to,U.N.
Russia,related_to,Vitaly Churkin
U.N.,related_to,Vitaly Churkin
U.N.,related_to,Haiti
2004,related_to,President Jean-Bertrand Aristide
Philippine,related_to,President Gloria Arroyo
Philippine,related_to,Philippine
Philippine,related_to,Iraq
Philippine,related_to,eight
Philippine,related_to,in captivity
President Gloria Arroyo,related_to,Philippine
President Gloria Arroyo,related_to,Iraq
President Gloria Arroyo,related_to,eight
President Gloria Arroyo,related_to,in captivity
Philippine,related_to,Iraq
Philippine,related_to,eight
Philippine,related_to,in captivity
Iraq,related_to,eight
Iraq,related_to,in captivity
eight,related_to,in captivity
Ms. Arroyo,related_to,Wednesday
Ms. Arroyo,related_to,Roberto Tarongoy
Ms. Arroyo,related_to,Philippine
Ms. Arroyo,related_to,Baghdad
Wednesday,related_to,Roberto Tarongoy
Wednesday,related_to,Philippine
Wednesday,related_to,Baghdad
Roberto Tarongoy,related_to,Philippine
Roberto Tarongoy,related_to,Baghdad
Philippine,related_to,Baghdad
Mr. Tarongoy,related_to,November
Mr. Tarongoy,related_to,American
Mr. Tarongoy,related_to,Roy Hallums
November,related_to,American
November,related_to,Roy Hallums
American,related_to,Roy Hallums
Philippines,related_to,Iraq
Philippines,related_to,Philippine
Iraq,related_to,Philippine
Washington,related_to,Twilight Tattoo
VOA,related_to,Jeff Feuer
European Union,related_to,Poland
European Union,related_to,Gdansk
Poland,related_to,Gdansk
EU,related_to,Tuesday
EU,related_to,Gdansk
Tuesday,related_to,Gdansk
Gdansk,related_to,Lech Walesa
Gdansk,related_to,European communism
Lech Walesa,related_to,European communism
Polish,related_to,EU
Polish,related_to,Brussels
EU,related_to,Brussels
Lebanese,related_to,one-day
Lebanese,related_to,Beirut
one-day,related_to,Beirut
Monday,related_to,Lebanese
Monday,related_to,Prime
Monday,related_to,Rafik Hariri
Lebanese,related_to,Prime
Lebanese,related_to,Rafik Hariri
Prime,related_to,Rafik Hariri
Beirut,related_to,close-ally Syria
Beirut,related_to,Mr. Hariri
Beirut,related_to,February 14
close-ally Syria,related_to,Mr. Hariri
close-ally Syria,related_to,February 14
Mr. Hariri,related_to,February 14
Beirut,related_to,Damascus
Wednesday,related_to,Egyptian
Wednesday,related_to,President Hosni Mubarak
Wednesday,related_to,Damascus
Wednesday,related_to,Syria
Wednesday,related_to,Lebanon
Egyptian,related_to,President Hosni Mubarak
Egyptian,related_to,Damascus
Egyptian,related_to,Syria
Egyptian,related_to,Lebanon
President Hosni Mubarak,related_to,Damascus
President Hosni Mubarak,related_to,Syria
President Hosni Mubarak,related_to,Lebanon
Damascus,related_to,Syria
Damascus,related_to,Lebanon
Syria,related_to,Lebanon
Mubarak,related_to,Syria
Mubarak,related_to,Brussels
Syria,related_to,Brussels
President Bush,related_to,Syria
President Bush,related_to,Lebanon
President Bush,related_to,Hariri
Syria,related_to,Lebanon
Syria,related_to,Hariri
Lebanon,related_to,Hariri
Iraqi,related_to,Baghdad
Iraqi,related_to,Wednesday
Baghdad,related_to,Wednesday
Mansour,related_to,Iraqis
Mansour,related_to,Baghdad
Iraqis,related_to,Baghdad
North,related_to,Iraqi
North,related_to,Kirkuk
Iraqi,related_to,Kirkuk
U.S.,related_to,Wednesday
U.S.,related_to,Tuesday
U.S.,related_to,Balad Air Base
Wednesday,related_to,Tuesday
Wednesday,related_to,Balad Air Base
Tuesday,related_to,Balad Air Base
Tuesday,related_to,U.S.
Iran,related_to,President Bush
Iran,related_to,Middle East
Iran,related_to,United States
President Bush,related_to,Middle East
President Bush,related_to,United States
Middle East,related_to,United States
Foreign Ministry,related_to,Mohammad Ali Hosseini
Foreign Ministry,related_to,Sunday
Foreign Ministry,related_to,Iran
Foreign Ministry,related_to,Mr. Bush
Mohammad Ali Hosseini,related_to,Sunday
Mohammad Ali Hosseini,related_to,Iran
Mohammad Ali Hosseini,related_to,Mr. Bush
Sunday,related_to,Iran
Sunday,related_to,Mr. Bush
Iran,related_to,Mr. Bush
Hosseini,related_to,Iran
Hosseini,related_to,America
Iran,related_to,America
Iranian,related_to,United States
Iranian,related_to,Washington
Iranian,related_to,Islamic Republic
United States,related_to,Washington
United States,related_to,Islamic Republic
Washington,related_to,Islamic Republic
Iran,related_to,Supreme Leader Ayatollah Ali Khamenei
Iran,related_to,Thursday
Iran,related_to,Washington
Iran,related_to,Iran
Supreme Leader Ayatollah Ali Khamenei,related_to,Thursday
Supreme Leader Ayatollah Ali Khamenei,related_to,Washington
Supreme Leader Ayatollah Ali Khamenei,related_to,Iran
Thursday,related_to,Washington
Thursday,related_to,Iran
Washington,related_to,Iran
Iraq,related_to,Iraqi
Iraq,related_to,Tikrit
Iraqi,related_to,Tikrit
Iraqi,related_to,Tuesday
Iraqi,related_to,Mahmoud al-Nida
Iraqi,related_to,Saddam Hussein
Iraqi,related_to,Monday night
Tuesday,related_to,Mahmoud al-Nida
Tuesday,related_to,Saddam Hussein
Tuesday,related_to,Monday night
Mahmoud al-Nida,related_to,Saddam Hussein
Mahmoud al-Nida,related_to,Monday night
Saddam Hussein,related_to,Monday night
Abdul Aziz al-Hakim,related_to,Supreme Council
Abdul Aziz al-Hakim,related_to,Islamic Revolution
Abdul Aziz al-Hakim,related_to,Iraq
Abdul Aziz al-Hakim,related_to,Washington Post
Abdul Aziz al-Hakim,related_to,Iraqis
Supreme Council,related_to,Islamic Revolution
Supreme Council,related_to,Iraq
Supreme Council,related_to,Washington Post
Supreme Council,related_to,Iraqis
Islamic Revolution,related_to,Iraq
Islamic Revolution,related_to,Washington Post
Islamic Revolution,related_to,Iraqis
Iraq,related_to,Washington Post
Iraq,related_to,Iraqis
Washington Post,related_to,Iraqis
Iraqi,related_to,Prime Minister Nouri al-Maliki
Iraqi,related_to,President Bush
Iraqi,related_to,Tuesday
Iraqi,related_to,Baghdad
Prime Minister Nouri al-Maliki,related_to,President Bush
Prime Minister Nouri al-Maliki,related_to,Tuesday
Prime Minister Nouri al-Maliki,related_to,Baghdad
President Bush,related_to,Tuesday
President Bush,related_to,Baghdad
Tuesday,related_to,Baghdad
French,related_to,President Jacques Chirac
French,related_to,Iraq
French,related_to,Middle East
President Jacques Chirac,related_to,Iraq
President Jacques Chirac,related_to,Middle East
Iraq,related_to,Middle East
"New Year ,",related_to,Mr. Chirac
"New Year ,",related_to,Friday
"New Year ,",related_to,Iraq
"New Year ,",related_to,American
Mr. Chirac,related_to,Friday
Mr. Chirac,related_to,Iraq
Mr. Chirac,related_to,American
Friday,related_to,Iraq
Friday,related_to,American
Iraq,related_to,American
French,related_to,Middle East
Mr. Chirac,related_to,French
Western Wall,related_to,Israeli
Western Wall,related_to,Israeli Israeli
Western Wall,related_to,Jerusalem
Israeli,related_to,Israeli Israeli
Israeli,related_to,Jerusalem
Israeli Israeli,related_to,Jerusalem
Israeli,related_to,Jerusalem
Israeli,related_to,Old City
Israeli,related_to,Sunday
Jerusalem,related_to,Old City
Jerusalem,related_to,Sunday
Old City,related_to,Sunday
Israeli,related_to,Revava
Al-Aqsa Mosque compound,related_to,Sunday
Jerusalem,related_to,Noble Sanctuary
Jerusalem,related_to,Jews
Jerusalem,related_to,Temple Mount
Noble Sanctuary,related_to,Jews
Noble Sanctuary,related_to,Temple Mount
Jews,related_to,Temple Mount
Palestinian,related_to,Jews
New York,related_to,U.S.
New York,related_to,six
U.S.,related_to,six
June,related_to,New York
June,related_to,Wednesday afternoon
New York,related_to,Wednesday afternoon
U.S. Energy Department,related_to,- more
London,related_to,Brent
London,related_to,June
London,related_to,International Petroleum Exchange
Brent,related_to,June
Brent,related_to,International Petroleum Exchange
June,related_to,International Petroleum Exchange
International Energy Agency,related_to,China
International Energy Agency,related_to,Europe
International Energy Agency,related_to,United States
International Energy Agency,related_to,first quarter
China,related_to,Europe
China,related_to,United States
China,related_to,first quarter
Europe,related_to,United States
Europe,related_to,first quarter
United States,related_to,first quarter
2005,related_to,Sudan
India,related_to,Kashmir
India,related_to,Kashmirs
Kashmir,related_to,Kashmirs
VOA,related_to,Ravi Khanna
VOA,related_to,Washington
Ravi Khanna,related_to,Washington
New Orleans,related_to,U.S.
Sunday,related_to,U.S. National Weather Service
Sunday,related_to,Katrina
U.S. National Weather Service,related_to,Katrina
Katrina,related_to,Louisiana
Katrina,related_to,Monday
Louisiana,related_to,Monday
Louisiana,related_to,Gulf of Mexico
President Bush,related_to,of Louisiana
German,related_to,Chancellor Angela Merkel
German,related_to,Jordan
German,related_to,King Abdullah
Chancellor Angela Merkel,related_to,Jordan
Chancellor Angela Merkel,related_to,King Abdullah
Jordan,related_to,King Abdullah
three-day,related_to,Middle East
Ms. Merkel,related_to,Saturday
Ms. Merkel,related_to,Arab
